userName,content,score,at
مستخدم Google,ممتاز,5,2025-05-25 14:28:11
مستخدم Google,الدعم سيئ,1,2025-05-25 14:01:25
مستخدم Google,ممتاز,5,2025-05-25 13:52:09
مستخدم Google,اتمنى ان يكون في جدوله للطلبات يعني اجهز الطلب بالليل و احدد موعد الاستلام في الصباح لاني اجهز السله في الليل وعند تنفيذ الطلب اكتشف نقصان بعض المواد من السله وشكرا لتفهمكم,4,2025-05-25 12:59:36
مستخدم Google,ممتاز,5,2025-05-25 11:45:17
مستخدم Google,I love your services,5,2025-05-25 11:35:33
مستخدم Google,رائع,5,2025-05-25 11:24:19
مستخدم Google,شوف غيرو احسنلك,1,2025-05-25 11:22:59
مستخدم Google,انا كتير متعلقه بتطبيق طلبات راجعه ع سوريا ومافي هيك تطبيق أمانه تفتحو فرع الكم بسوريا وخصوصا بدمشق وريفهاا 😍😍,5,2025-05-25 10:06:34
مستخدم Google,ممتاز,5,2025-05-25 09:46:57
مستخدم Google,احسنتم,5,2025-05-25 09:35:06
مستخدم Google,خدمه ممتازه,5,2025-05-25 08:56:36
مستخدم Google,بجنننن كتير والله هههههههههه‍هههههههههههههههههههههههههههههههههههههننننههههههههههههههههههههههههههه‍هههههههههههههههههههههههههههههههههههههه‍ههههههههههه‍ههههههه,5,2025-05-25 03:19:26
مستخدم Google,حلو. كثييربس ما اعرف. اسوي. العنوان,5,2025-05-25 02:27:09
مستخدم Google,حدف البرنامج فاشل من إدارة الدعم الفني وسم الشكاوي نرسل صور واضحة لهم بطلب خاطيء ياخدون فلوسنا واعتدارات فاشلة مثلهم خربوا برنامج بعد مكان من اجمل برنامج المفروض اسمه حرق اعصاب حدف نون وانستاشوب افضل بكثير منهم👎🤔😡,1,2025-05-25 01:49:44
مستخدم Google,تطبيق يزيد من السعر المنتج بقيمه عاليه جدا,1,2025-05-25 01:22:54
مستخدم Google,رائع,5,2025-05-25 01:08:54
مستخدم Google,تجربة رائعة جدآ 🤩🤩,5,2025-05-25 00:58:24
مستخدم Google,تطبيق جميل,5,2025-05-25 00:14:50
مستخدم Google,تطبيق ولا اروع من هيك,5,2025-05-24 23:47:24
مستخدم Google,ادارة فاشلة وارقام خدمة مش شغالة وبتقولوا ان خدمة العملا شغالة 24 ساعة وده كدب مش حقيقي,1,2025-05-24 23:15:54
مستخدم Google,جيد جدا,5,2025-05-24 23:15:48
مستخدم Google,شكرا للكمم,5,2025-05-24 22:25:51
مستخدم Google,انه جيد يساعدك البقاء في بيتك,5,2025-05-24 22:08:25
مستخدم Google,التوصيل سريع ماشاءالله تبارك الرحمن,5,2025-05-24 21:38:04
مستخدم Google,ممتاز,5,2025-05-24 21:35:38
مستخدم Google,تطبيق ميه ميه,5,2025-05-24 21:11:49
مستخدم Google,تجربة سيئة للأسف لا أنصح تجربته,1,2025-05-24 21:10:22
مستخدم Google,توصيل سريع والتعامل جميل جداً,5,2025-05-24 21:07:06
مستخدم Google,طعام اسطوري,5,2025-05-24 20:16:33
مستخدم Google,سيء جدا حددت العنوان او اي شي الي ابحث عنة ما يطلع اي نتائج جربت اغير العنوان نفس الشي ماكو فايده,1,2025-05-24 20:00:27
مستخدم Google,برنامج كويس ما شاء الله عليه,5,2025-05-24 19:53:46
مستخدم Google,👍,5,2025-05-24 19:45:42
مستخدم Google,سرعه في تلبيه طلبات الارجاع واستعداد المبالغ الماليه,5,2025-05-24 19:30:46
مستخدم Google,ممتاز وسريع,5,2025-05-24 19:09:01
مستخدم Google,غبون,1,2025-05-24 19:07:58
مستخدم Google,ممتاز,5,2025-05-24 18:58:37
مستخدم Google,احسن موقع تلاقي في كل حاجه ♥️♥️,5,2025-05-24 18:55:06
مستخدم Google,دايما ف المقدمة,5,2025-05-24 18:48:37
مستخدم Google,روعه,5,2025-05-24 18:25:00
مستخدم Google,هو طبعا فكره التطبيق كويسه جدا مفيش كلام بس طلبت اكل وجالي حمضان وردو عليا بكل برود انا اسفين مش هتكرر تاني وبس علي الاقل كانو يبدلو الاكل اقل حق ليا تستحقو عندي اقل من النجمه,1,2025-05-24 18:11:48
مستخدم Google,تطبيق رائع,5,2025-05-24 17:40:02
مستخدم Google,جيد جدا,3,2025-05-24 17:39:50
مستخدم Google,حلو,5,2025-05-24 17:25:26
مستخدم Google,ممتازة,5,2025-05-24 17:08:26
مستخدم Google,ok,5,2025-05-24 16:57:37
مستخدم Google,جيد جدا,5,2025-05-24 16:56:51
مستخدم Google,متازين,5,2025-05-24 16:40:17
مستخدم Google,ممتاز تطبيق طلبات,5,2025-05-24 16:08:58
مستخدم Google,ممتاز,5,2025-05-24 16:02:48
مستخدم Google,رائع,5,2025-05-24 15:24:48
مستخدم Google,تطبيق أكثر من رائع ويسعدنا وقت المفاجأت,5,2025-05-24 15:06:14
مستخدم Google,رجال التوصيل ماشاء الله علي أخلاق وكفاءة ....والتطبيق يبذل قصارى جهده لتقديم خدمه ممتازة ...,5,2025-05-24 14:53:10
مستخدم Google,عندي مشكلة كل ما احط موقع يقول خارج كوست ويريد يغير دولة وما يعمل بذون هالشي,1,2025-05-24 14:23:25
مستخدم Google,ممتاز,5,2025-05-24 14:08:26
مستخدم Google,افضل تطبيق طلبات من غير خصومات القويه والنار فا تطبيق 🔥🔥🔥,5,2025-05-24 13:41:14
مستخدم Google,ممتاز,5,2025-05-24 13:29:16
مستخدم Google,👍🏻,4,2025-05-24 13:17:02
مستخدم Google,كانت جيدة,3,2025-05-24 13:14:15
مستخدم Google,تطبيق مرا حلو خاصة مع الخصم,5,2025-05-24 12:38:06
مستخدم Google,احله مطعم,5,2025-05-24 12:20:22
مستخدم Google,لا يعمل,1,2025-05-24 12:19:34
مستخدم Google,التجربه جميله و لكن هناك مشكله نظاميه حتي تجد ماتريد بطريقه أسهل خاصة و ان البحث لا يذهب بك لما تطلب اضافه لمشكله كبيره للاستفاده من القسيمه,3,2025-05-24 11:31:45
مستخدم Google,ممتازه,5,2025-05-24 11:09:45
مستخدم Google,الاكل يوصل بارد وانا طلبت برغر مع بطاطس ولما وجا الطلب وفتحته ما كان في بطاط ولما كلمت الي وصل الاكل قال انت فتحتو ما اقدر ارجعه لك ولما قلتله طيب روح جيب بطاط قلي ما اقدر وسلم قلتله ليه سوه نفسو ما يفهم علي وحتى مارجع فلوس,1,2025-05-24 10:41:26
مستخدم Google,توصيل سريق لطافه وأسلوب المنوب شكرا لكم,5,2025-05-24 10:20:36
مستخدم Google,اسعاركو غاليه,1,2025-05-24 10:05:23
مستخدم Google,ممتاز جدا والله وعروض مميزه وسرعه توصيل فوق الرائع,5,2025-05-24 09:09:58
مستخدم Google,موقع جميل,5,2025-05-24 09:03:14
مستخدم Google,جيد و سريعين بالتوصيل,5,2025-05-24 08:18:36
مستخدم Google,سحبو الفلوس وكنسلو الطلب ٣ مرات ورفضو أعاده المبلغ للحساب البنكي واحلس انتظر الاوردر يوصل وانا في مصر وبعد مرور الوقت يتكنسل تكلمت مع خدمه العملا مرار وتكرار ولم يحلو الموضوع,1,2025-05-24 06:42:00
مستخدم Google,لما بروح اطلب من بلبن مش بيجيلي!,1,2025-05-24 04:18:58
مستخدم Google,بيرفكتو,5,2025-05-24 02:10:29
مستخدم Google,ممتاز سريع نظيف,5,2025-05-24 01:49:59
مستخدم Google,طلبات بتجيب الاوردر ناقص تحذير من شركة طلبات 🖐🏻 طلبت اوردر من عم شلتت جالي ناقص وخدمة العملاء بيحورا والاوردر جالي مش متغلف ومعهوش فاتورة 🖐🏻,1,2025-05-24 01:27:59
مستخدم Google,excellent 👌,5,2025-05-24 00:26:40
مستخدم Google,ممتاز,5,2025-05-23 23:12:47
مستخدم Google,الابلكيشن حلوه,5,2025-05-23 23:11:00
مستخدم Google,رائعه جدا,5,2025-05-23 23:06:34
مستخدم Google,افضل تطبيق بشرفي ❤️❤️,5,2025-05-23 22:15:36
مستخدم Google,👍,5,2025-05-23 21:52:02
مستخدم Google,جاي احط رقم ويطلع غير صحيح وهوه صح البرنامج ماجاي يصير,1,2025-05-23 20:58:06
مستخدم Google,تجربته رائعه,5,2025-05-23 20:20:55
مستخدم Google,نصابين اشتريت بالفيزا وبعدين لغو الاوردر والفلوس بقالها ١٥ يوم مرجعتش ومفيش اي طريقة للتواصل معاهم محدش يتعامل معاهم انا مش عارف ازاي معندهمش خدمة عملاء ولا خط ساخن زي اي ابليكشن محترم,1,2025-05-23 20:14:18
مستخدم Google,wow,5,2025-05-23 20:11:36
مستخدم Google,ممتاز,5,2025-05-23 20:04:57
مستخدم Google,راااائع,5,2025-05-23 19:29:17
مستخدم Google,جميلة,5,2025-05-23 19:13:16
مستخدم Google,رائع,5,2025-05-23 19:01:21
مستخدم Google,رائع,5,2025-05-23 18:35:11
مستخدم Google,جميل جدا,4,2025-05-23 18:22:06
مستخدم Google,ممتاز جدا افضل شركة,5,2025-05-23 17:50:06
مستخدم Google,التوصيل لا يغطي جميع مناطق بغداد,1,2025-05-23 17:44:41
مستخدم Google,تجربه ممتازه,5,2025-05-23 17:27:57
مستخدم Google,خدمة سيئة توصيل بطيء وبسعر غالي,1,2025-05-23 17:11:09
مستخدم Google,ممتازة,5,2025-05-23 17:08:35
مستخدم Google,ممتاز,5,2025-05-23 16:44:37
مستخدم Google,جيد,5,2025-05-23 16:32:47
مستخدم Google,ممتاز,5,2025-05-23 16:03:24
مستخدم Google,جيده ولاكن ليس هناك تخفيضات,3,2025-05-23 15:30:31
مستخدم Google,حلو بس غالي لازم تكون كاش🤑🤑🤑,4,2025-05-23 15:27:43
مستخدم Google,ممتاز,5,2025-05-23 14:59:52
مستخدم Google,👍🏻👍🏻,5,2025-05-23 14:45:45
مستخدم Google,تطبيق سيء لانه مقاطع و يدعم الكيان الصهيوني كيف يدعمهم؟ الأرباح اللي يحصلوا عليها تروح لإسرائيل و الإسرائيلية يشتروا بالاموال أسلحة عشان يقتلوبهم الفلسطينيين و هذي طريقتهم بالدعم عشان هيك نصيحة اذا كنتوا تريدوا تدعموا إسرائيل استخدموا طلبات و اذا عندكم انسانية لا تستخدموا طلبات. و انا ما بدي اقيمه اساسا لكن عشان انشر الرسالة عطيته ١ مع انه ما يستحق.,1,2025-05-23 14:32:16
مستخدم Google,ممتازه,5,2025-05-23 14:24:10
مستخدم Google,جيد,5,2025-05-23 14:20:43
مستخدم Google,سيء جدا اذا طلبك مو موجود بحطوا منتجات تانية عكيفهم ومجبور تدفع ثمن طلب مابدك ياه😡😡,1,2025-05-23 14:15:35
مستخدم Google,لا يوجد تواصل معه خدمة العملاء تطبيق سيئ,1,2025-05-23 13:56:09
مستخدم Google,رائعة,5,2025-05-23 13:39:05
مستخدم Google,ممتازة. شكرا طلبات على الخدمة المتميزة,5,2025-05-23 13:23:58
مستخدم Google,جيد جدا 🌷,4,2025-05-23 12:36:17
مستخدم Google,ممتاز,5,2025-05-23 11:39:44
مستخدم Google,تطبيق محتال,1,2025-05-23 11:34:05
مستخدم Google,تم حذف التطبيق سيئ جدا تم سحب مبلغ من الكارت بدون وجه حق وانصح بعدم ربط اى فيزة على التطبيق,1,2025-05-23 11:30:00
مستخدم Google,برنامج سريع تقدر تطلب اي شئ التوصيل في أسرع وقت,5,2025-05-23 10:41:17
مستخدم Google,ممتازه,5,2025-05-23 10:30:01
مستخدم Google,سيئ جدا يعمل خصمه علي الاوردر وبعد كده يشيلو خصم,1,2025-05-23 09:38:47
مستخدم Google,مريح وساهل وجميل جدا,5,2025-05-23 07:04:42
مستخدم Google,اعطوني قسائم,5,2025-05-23 04:31:11
مستخدم Google,جيد جدا,5,2025-05-23 04:08:21
مستخدم Google,فوق للممتازة,5,2025-05-23 01:46:11
مستخدم Google,منتاز,5,2025-05-23 01:43:20
مستخدم Google,خدمه ممتازه جدا,5,2025-05-23 00:49:30
مستخدم Google,نصيحة اخ محب استخدمو اي حاجه غير طلبات دول طلعو بيستغفلونا وبيزودو اسعار بالهبل على الاوردر وكل صنف يكون اغلى من السعر الحقيقي ولمن كلمت الدعم عن تفاوت الاسعار بيقول لي دي اتفاقيه بين المطعم وطلبات على السعر ده يعني مش مكفيهم فلوس رسوم الخدمه اللي بياخدوها😅,1,2025-05-23 00:29:38
مستخدم Google,خرافي 🔥🔥🔥🔥,5,2025-05-23 00:17:11
مستخدم Google,جيد,5,2025-05-22 23:18:53
مستخدم Google,جميل جدا,5,2025-05-22 23:11:32
مستخدم Google,كنت أحبه بس بطل زي زمان يعطي قسائم,3,2025-05-22 22:42:01
مستخدم Google,تطبيق ممتاز جدا,5,2025-05-22 22:37:11
مستخدم Google,نايس,4,2025-05-22 22:35:52
مستخدم Google,برنامج تحفه وعليه عروض وكوبونات جميله وكل شويه قسائم خصم وخدمه توصيل فوق الممتازه,5,2025-05-22 22:13:50
مستخدم Google,تطبيق اسطوري يعطيك كل أصناف الطعام وتقدر تعرف عن طريق البحث بسهوله,5,2025-05-22 21:52:46
مستخدم Google,تحفه,5,2025-05-22 21:50:41
مستخدم Google,تجارب مريرة و موظفين للدعم بيتلاعبو و لا يقدرون المسؤولية منتهى الاستهتار و لن أتعامل من خلالكم مرة أخرى حتى ابسط المشكلات لا يتم حلها و تلاعب فى السعر بعد الطلب,1,2025-05-22 21:41:13
مستخدم Google,سيء جدا,1,2025-05-22 21:37:39
مستخدم Google,رائع جدا,5,2025-05-22 21:37:37
مستخدم Google,ما ينعاش من غيرمم إنقاذ حياة ههه,5,2025-05-22 21:30:58
مستخدم Google,رائع جدا,5,2025-05-22 21:28:48
مستخدم Google,ممتاز,5,2025-05-22 21:05:11
مستخدم Google,تطبيق عمره ما خلا الواحد غير مبسوط والله رائع بجد,5,2025-05-22 20:54:14
مستخدم Google,تجربتي سيئة جدا لأن الطلب جدا يتاخر,1,2025-05-22 20:51:35
مستخدم Google,ممتاز,5,2025-05-22 20:44:13
مستخدم Google,جميل,5,2025-05-22 20:38:26
مستخدم Google,رائع جدا,5,2025-05-22 20:23:57
مستخدم Google,امانة جربت الماركت مرتين ومستحيل اجرب بعد اول مرة وصل الطلب كامل غلط ورجعة المندوب وثاني يوم وصل بي نقص وراسلت الدعم وماكو اي اجراء بس ناسف وبعد مايتكرر الخطا ومادزوا النقص,1,2025-05-22 20:06:18
مستخدم Google,سيء,1,2025-05-22 20:01:52
مستخدم Google,يقول طلبت الرمز مسبقا انتظر او حاول بعد 30 ثانية، و المفاجئة انه يقول نفس الشيء بعد ذالك و لا يمكنني الطلب,1,2025-05-22 19:55:02
مستخدم Google,ماشاء الله روعه,5,2025-05-22 19:48:36
مستخدم Google,تجربه رائعه خدمة التوصيل اسرع,5,2025-05-22 19:39:48
مستخدم Google,اسطوري,5,2025-05-22 19:38:08
مستخدم Google,ممتاز,5,2025-05-22 19:37:02
مستخدم Google,شكرا طلبات فوق الممتاز,5,2025-05-22 19:21:50
مستخدم Google,تمام,5,2025-05-22 19:07:28
مستخدم Google,جيد جدا,5,2025-05-22 17:34:29
مستخدم Google,ممتاز,5,2025-05-22 16:21:47
مستخدم Google,رسوم الخدمة هذا احتيال يجب ان يكون اختياري وليس اجباري ارجو الغاء هذا الأمر,1,2025-05-22 16:16:49
مستخدم Google,جيد,5,2025-05-22 15:23:59
مستخدم Google,اسوء تحربه,1,2025-05-22 15:12:56
مستخدم Google,جيد جدا,5,2025-05-22 14:58:00
مستخدم Google,تطبيق فاشل في الاردن محافظة الطفيلة ولا في مطعم,1,2025-05-22 13:34:01
مستخدم Google,الاسعار كثير غاليه,1,2025-05-22 13:33:18
مستخدم Google,ممتاز,5,2025-05-22 13:09:55
مستخدم Google,ممتاز,5,2025-05-22 13:08:17
مستخدم Google,ممتاز,5,2025-05-22 12:40:01
مستخدم Google,جيد جدا,5,2025-05-22 10:10:47
مستخدم Google,جيده,4,2025-05-22 08:01:35
مستخدم Google,٣ ساعات انتضر وبالأخير يقوم بإلغاء الاوردر سيء بمعنى الكلمه هذه ليست اول مره,1,2025-05-22 05:59:49
مستخدم Google,نجي للحق اقسم بالله اسوء استخدام تطبيق واسوء خدمة عملاء,1,2025-05-22 04:35:57
مستخدم Google,سئ جدااا لا يوجد به جميع المطاعم,1,2025-05-22 03:28:22
مستخدم Google,سهلة واضحة,5,2025-05-22 01:06:16
مستخدم Google,جيد جدا,5,2025-05-21 23:39:19
مستخدم Google,جيد جداً,5,2025-05-21 23:28:54
مستخدم Google,ممتاز,5,2025-05-21 22:56:13
مستخدم Google,يجنن,5,2025-05-21 21:48:52
مستخدم Google,ممتأز,5,2025-05-21 21:29:25
مستخدم Google,تجربه زفت,1,2025-05-21 21:23:20
مستخدم Google,Super,5,2025-05-21 20:05:56
مستخدم Google,اسوء تطبيق كل الل هاينزله لازم يعرف أنه مع تطبيق ولاليهم عنوان ولا فون لما يبقي ليك فلوس عندهم كل الل شاغلين معاهم يقولوا اتواصل مع الدعم والدعم مجرد اختيارات ولابتوصل لحاجة خالص والطلبات كلها بتجي مش هيا الل طالبها وبدائل أقل من الل اتدفع بالفيزا واتخصم وحاجات ناقصة ودفعت فلوسها ومش قدامك غير تقدم بلاغ للدعم الل هما اصلا مش بيردوا ده تطبيق للنصب مالوش اي عنوان أو تليفون تقدر تتواصل معاهم لو حصل مشكلة ده محتاج بلاغ لحماية المستهلك,1,2025-05-21 19:55:56
مستخدم Google,القسائم حلوه اويييي,5,2025-05-21 19:41:45
مستخدم Google,ممتاز شكرا على خدمتكم. المحترمه.,5,2025-05-21 19:35:54
مستخدم Google,ليست جميع الاصناف موجوده في تطبيق,2,2025-05-21 19:12:50
مستخدم Google,طعم رائع,5,2025-05-21 18:57:07
مستخدم Google,انتبة عند اظافة للحفظ البطاقه خصم الرصيد خصم مني مبلغ ولم يتم استرداده وجاني مسج عل جي ميل يقول رسوم توصيل ..وتم تواصل معهم يقول هذا اجراءات البنك وقفل المحادثه سريعا وتم تواصل مع اكثر من شخص ولا يوجد رقم تواصل فقط شات طلبات ويغلق المحادثه لايردون التحدث واكبر دليل لايوجد رقم تواصل خط مباشر فقط شات المحادثه ..مفهومه,1,2025-05-21 18:41:00
مستخدم Google,صفر برنامج خراااااااااااا,1,2025-05-21 18:38:47
مستخدم Google,مافي توصيل لمنطقتي,1,2025-05-21 18:17:12
مستخدم Google,من افضل التطبيقات,5,2025-05-21 18:07:49
مستخدم Google,رسوم الخدمة والتوصيل غالي,1,2025-05-21 17:58:36
مستخدم Google,ناس محترمة والحاجة بتوصل بسرعة,5,2025-05-21 17:57:54
مستخدم Google,شكرآ جدا شركه محترمه,5,2025-05-21 17:55:00
مستخدم Google,احسن برنامج توصيل 💖💖,5,2025-05-21 17:49:26
مستخدم Google,ارقى تطبيق توصيل بالعالم,5,2025-05-21 17:47:01
مستخدم Google,زين,5,2025-05-21 17:01:11
مستخدم Google,رائع,5,2025-05-21 16:58:01
مستخدم Google,تطبيق جميل ومصداقية عاليه وخدمه سريعه انصح به,5,2025-05-21 16:51:13
مستخدم Google,قمة الذوق,5,2025-05-21 16:43:11
مستخدم Google,Very bad experience,1,2025-05-21 16:41:21
مستخدم Google,ممتازه,5,2025-05-21 16:23:49
مستخدم Google,تطبيق اكثر من رائع يستحق التميز طلبات للتميز عنوان,5,2025-05-21 15:50:58
مستخدم Google,ممتاز,5,2025-05-21 15:42:14
مستخدم Google,تحفه بجد بحب طلبات قوي و الاردرات دايما سليمه و في زوق مع الموظفين بجد شكرا طلبات سهلت عليا الدنيا اوييي ❤❤❤❤✨👌🏻,5,2025-05-21 15:36:22
مستخدم Google,السواق ابد ماعدهم سلوك,1,2025-05-21 15:17:54
مستخدم Google,سئ نزلت التطبيق يبغاني انزل معاه هنغرستيشن ويش دخل هنغرستيشن,1,2025-05-21 14:34:02
مستخدم Google,برنامج سهل وتعاملهم وأسلوبهم راقي وتوفر كل الأحتياجات,5,2025-05-21 14:20:41
مستخدم Google,طبيق ممتاز افصل شئ بالطبيق هو وصول الأوردر بأسرع وقت,5,2025-05-21 14:17:18
مستخدم Google,التوصيل سريع جدا بصراحه تحفه في كل حاجه خصومات وعروض كتير,5,2025-05-21 14:00:03
مستخدم Google,good,5,2025-05-21 13:24:42
مستخدم Google,ممتاز,5,2025-05-21 13:13:48
مستخدم Google,جيد لكن اسعار مبالغ فيها شوي,3,2025-05-21 12:59:25
مستخدم Google,روعه روعه روعه,5,2025-05-21 12:48:50
مستخدم Google,تطبيق جميل جدا جدا والله ومفيد,5,2025-05-21 11:42:04
مستخدم Google,ممتازه,5,2025-05-21 10:50:04
مستخدم Google,واو,5,2025-05-21 09:56:31
مستخدم Google,سهل وسريع في اي وقت شكرا لفكرة التطبيق واتمني يكون في اوبشنات اكتر,4,2025-05-21 06:56:53
مستخدم Google,احلا شي,5,2025-05-21 06:39:47
مستخدم Google,برنامج حرامي,1,2025-05-21 05:13:20
مستخدم Google,بعض المطاعم تطول اكثر من الازم,2,2025-05-21 04:18:38
مستخدم Google,المطعم مخلي خصم 50 با 100طلبت جه الولد كال الا خصب والا هاي اريد فلوس كامله عيب تنصبون علا العالم حسن تطبيق ستخدمته معاملتهم زينه هوه تطبيق توترز خصم 50 با الميه تطي نصف سعر نا نصح بيه,1,2025-05-21 02:57:14
مستخدم Google,ممتاز,5,2025-05-21 02:52:37
مستخدم Google,تطبيق ممتاز بس مشكلته ما يوصل لجميع أنحاء بغداد.,2,2025-05-21 01:00:18
مستخدم Google,جيد جداً,5,2025-05-21 00:46:52
مستخدم Google,جميل جدا,5,2025-05-21 00:35:27
مستخدم Google,جيد جدا وعروضهم تخبل وتوصيلهم سريع,1,2025-05-21 00:33:47
مستخدم Google,جيد جدا,5,2025-05-20 23:57:12
مستخدم Google,جيدة,5,2025-05-20 23:31:39
مستخدم Google,تطبيق روعه,5,2025-05-20 22:39:04
مستخدم Google,nice,5,2025-05-20 21:55:13
مستخدم Google,أفضل تطبيق للتوصيل,5,2025-05-20 21:35:03
مستخدم Google,تجربة رائعة جدا انصح به,5,2025-05-20 21:26:47
مستخدم Google,ممتاز جدا,5,2025-05-20 20:54:39
مستخدم Google,جميل جدا,5,2025-05-20 20:13:36
مستخدم Google,احسن برنامج,5,2025-05-20 20:13:30
مستخدم Google,مريح وامن,5,2025-05-20 19:19:13
مستخدم Google,ممتاز,5,2025-05-20 19:16:28
مستخدم Google,حلو,5,2025-05-20 18:30:44
مستخدم Google,تطبيق جميل جدا,5,2025-05-20 18:11:45
مستخدم Google,متتاز,5,2025-05-20 16:47:57
مستخدم Google,تحفه,5,2025-05-20 15:48:10
مستخدم Google,ممتاز,4,2025-05-20 15:21:33
مستخدم Google,العروضات في هذا التطبيق ممتازه,5,2025-05-20 14:33:57
مستخدم Google,برنامج سئ ولا يسمح لك بأستخدام قسائم الخصم,1,2025-05-20 14:32:09
مستخدم Google,رائع,5,2025-05-20 13:59:28
مستخدم Google,تجربه ليست جيدة ولا انصح بها لا يوجد أي اهتمام بالعميل,1,2025-05-20 13:13:49
مستخدم Google,جيد,5,2025-05-20 12:38:54
مستخدم Google,good,1,2025-05-20 12:20:06
مستخدم Google,التعامل جيد والعروض ممتازه,5,2025-05-20 12:19:38
مستخدم Google,تطبيق ممتاز بس مرات الطلب بوصل غلط,4,2025-05-20 12:17:07
مستخدم Google,خدمه ممتازة وسريعة كل الاحترام,5,2025-05-20 11:52:37
مستخدم Google,ممتازه,5,2025-05-20 09:41:57
مستخدم Google,جميل,5,2025-05-20 03:46:18
مستخدم Google,تطبيق جميل,5,2025-05-20 01:05:24
مستخدم Google,تطبيق جميل اوي,5,2025-05-20 00:51:54
مستخدم Google,لا أستغني عن طلبات رغم ان هناك وسائل توصيل متوفره,5,2025-05-20 00:26:25
مستخدم Google,ممتاز,5,2025-05-20 00:06:54
مستخدم Google,خدمه متازه,5,2025-05-19 23:35:04
مستخدم Google,رائع,5,2025-05-19 23:13:13
مستخدم Google,تكبيق جميل,5,2025-05-19 22:29:00
مستخدم Google,كويس,5,2025-05-19 22:28:52
مستخدم Google,بتجننو على عيني,5,2025-05-19 21:35:30
مستخدم Google,زناخة دعياتكم مش طبيعي .. وكانه انتو اشي واو والعكس هوه الصحيح صرت أكره طلبات من كثر دعايتكم,1,2025-05-19 21:25:55
مستخدم Google,التطبيق يخبل,5,2025-05-19 21:02:49
مستخدم Google,ممتاز,5,2025-05-19 20:26:48
مستخدم Google,أسوء تطبيق ، الحمدلله حذفته,1,2025-05-19 20:18:34
مستخدم Google,بصراحة تطبيق سيئ جدا،. خدمات غير جيدة، حتى لا يوجد تواصل مع العملاء، التطبيق مبتذل ولا يقدم خدمة للزبائن، أصبح التطبيق مادي للغاية،. حيث لدي تجربة طويلة معه واليوم قطعت جازما بأنه اسوء تطبيق تعاملت معه..,1,2025-05-19 20:12:10
مستخدم Google,ممتاز,5,2025-05-19 20:02:36
مستخدم Google,ممتاز,5,2025-05-19 19:58:28
مستخدم Google,ان جميل جدآ حتى الأجهزه الالكترونيه موجوده💗,5,2025-05-19 19:36:03
مستخدم Google,سهوله في التعامل,5,2025-05-19 19:08:09
مستخدم Google,تطبيق جميل لو يخفضون سعر التوصيل,4,2025-05-19 18:08:52
مستخدم Google,جيد,3,2025-05-19 17:54:33
مستخدم Google,جميل جدا وخصومات رائعه,5,2025-05-19 17:44:07
مستخدم Google,ممتازة دائماً,5,2025-05-19 17:29:03
مستخدم Google,سيء جدا,1,2025-05-19 17:18:29
مستخدم Google,ممتاز,5,2025-05-19 17:17:07
مستخدم Google,ممتاز,5,2025-05-19 17:15:01
مستخدم Google,الحاجه بتوصل بسرعه بس يا ريت توصل اسرع و شكرا,5,2025-05-19 16:49:36
مستخدم Google,good,5,2025-05-19 16:44:47
مستخدم Google,سيء,1,2025-05-19 16:35:23
مستخدم Google,من البرامج المفيدة جدا,5,2025-05-19 16:33:33
مستخدم Google,صاير سي جدا ...وخاصه استرجع المبالغ .وصعوبة تقديم الملاحظات وشكوى,1,2025-05-19 16:32:19
مستخدم Google,جامد,3,2025-05-19 16:14:08
مستخدم Google,جميل ربنا يوفقكم من نجاح لنجاح يارب,5,2025-05-19 15:27:21
مستخدم Google,من اسوء التطبيقات على الإطلاق التوصيل بتأخر جدا وبيدوا تقييم عالى للمطاعم اللى معندهاش جودة وفوق كل ده هو اصلا مقاطعة 😡😡😡,1,2025-05-19 14:40:44
مستخدم Google,صراحه شي فاخر,5,2025-05-19 13:34:34
مستخدم Google,اكثر من رائع.,5,2025-05-19 13:26:51
مستخدم Google,احسن تطبيق من ناحية الخصومات,5,2025-05-19 13:20:45
مستخدم Google,الغو رسوم الخدمة او التوصيل,1,2025-05-19 12:05:21
مستخدم Google,جيد جدا,5,2025-05-19 12:01:46
مستخدم Google,تجريه كتير حلوا ولا مرا اكلت اكل لذيذ لا هل درجااااااااااااااااااا❤️❤️❤️❤️,5,2025-05-19 07:04:45
مستخدم Google,لا يحتاج وصف افضل تطبيق توصيل,5,2025-05-19 04:23:45
مستخدم Google,ممتاز,5,2025-05-19 02:08:12
مستخدم Google,التجربه ممتازا,5,2025-05-19 01:51:45
مستخدم Google,احسن طبيق,5,2025-05-19 01:39:39
مستخدم Google,اعلاناتكم مزعجه 👎🏻👎🏻👎🏻👎🏻👎🏻,1,2025-05-19 01:39:38
مستخدم Google,سيئه,1,2025-05-19 01:37:58
مستخدم Google,رائعه,5,2025-05-19 01:32:02
مستخدم Google,ممتاز,5,2025-05-19 00:36:44
مستخدم Google,ممتاز,5,2025-05-19 00:27:38
مستخدم Google,اعلان طويل ومزعج لا أرغب بمشاهدته مره اخرى لطفا لانه ياخذ الكثير من الوقت ويستهلك الكثير من حزم الانترنت,1,2025-05-18 23:54:06
مستخدم Google,احلى تطبيق بالعالم,5,2025-05-18 23:31:51
مستخدم Google,سئ جدا,1,2025-05-18 23:28:37
