userName,content,score,at,sentiment,clean_text
مستخدم Google,رائع,5,2025-07-16 18:07:20,positive,رائع
مستخدم Google,تجربة سيئة جدا ليس لديهم اهتمام بالعملاء بالإضافة الي طلبات خاطئة ولا يتم استرداد المبلغ وحينما يتم اسبوع علي الطلب يغلق كما لم يحدث شي ولا تسترد النقود ساقوم بمسحة واعتمد فقط علي نون مصداقية وسرعة واستعداد أموال ف نفس الوقت,1,2025-07-16 16:59:28,negative,تجربه سيئه جدا لديهم اهتمام بالعملاء بالاضافه الي خاطئه يتم استرداد المبلغ وحينما يتم اسبوع الطلب يغلق يحدث شي تسترد النقود ساقوم بمسحه واعتمد فقط مصداقيه وسرعه واستعداد اموال الوقت
مستخدم Google,معامله رائعه وتطبيق مميز,5,2025-07-16 16:45:05,positive,معامله رائعه وتطبيق مميز
مستخدم Google,طلبا شركة كويسة جدا و لو فى مشكلة غالبا بيرجعواوالمبلغ لو اوردر وصل غلط او فى مشكله,4,2025-07-16 15:28:12,positive,طلبا شركه كويسه جدا مشكله بيرجعواوالمبلغ اوردر وصل غلط مشكله
مستخدم Google,اشتراك برو Pro جوه التطبيق سيئ جدا بمجرد تشترك فيه مره يخصموا كل شهر من البطاقه بدون اذن مسبق عايزه الغيه شايلين خاصيه الالغاء من التطبيق وقدمت كذا شكوى عن الموضوع ده,1,2025-07-16 14:56:51,negative,اشتراك برو جوه التطبيق سيئ جدا بمجرد تشترك مره يخصموا شهر البطاقه بدون اذن مسبق عايزه الغيه شايلين خاصيه الالغاء التطبيق وقدمت شكوي الموضوع ده
مستخدم Google,افضل تطبيق توصيل طعام وبقالة في العراق، خصومات كبيرة وتوصيل مجاني للعديد من المطاعم,5,2025-07-16 14:48:15,positive,افضل توصيل طعام وبقاله العراق، خصومات كبيره وتوصيل مجاني للعديد المطاعم
مستخدم Google,عاشت الايادي,5,2025-07-16 14:16:35,positive,عاشت الايادي
مستخدم Google,يسرق الاموال,1,2025-07-16 14:14:57,negative,يسرق الاموال
مستخدم Google,رائع,4,2025-07-16 13:56:56,positive,رائع
مستخدم Google,👍👍👍👍👍,5,2025-07-16 13:31:18,positive,
مستخدم Google,مش شغال وحش,1,2025-07-16 13:24:52,negative,مش شغال وحش
مستخدم Google,طلبات عندهم مندوبين شمال . يحطوا ارقام غير ارقامهم عشان يهربوا من الدعم الفني وقت التواصل وبالتالي لما العميل يكلم المندوب بيلاقي حد تاني بيرد عليا . فبالتالي العميل بيكلم الدعم والدعم بتاعكم علي الله,1,2025-07-16 12:51:26,negative,عندهم مندوبين يحطوا ارقام ارقامهم عشان يهربوا الدعم الفني وقت التواصل وبالتالي العميل يكلم المندوب بيلاقي حد تاني بيرد عليا فبالتالي العميل بيكلم الدعم والدعم بتاعكم الله
مستخدم Google,ممتاز,5,2025-07-16 12:30:43,positive,ممتاز
مستخدم Google,روعااا,5,2025-07-16 12:09:49,positive,روعااا
مستخدم Google,لذيذه جدا والله التوصيل ف معاده ماشاء الله,5,2025-07-16 11:24:06,positive,لذيذه جدا والله التوصيل معاده ماشاء الله
مستخدم Google,جيد,5,2025-07-16 10:55:21,positive,جيد
مستخدم Google,يوجد مشكلة فالتطبيق على اجهزة السامسونج بعد اخر تحديث ، تحتاج تضغط على صورة الطلب ٤٠ مرة عشان اضافة صنف !!!! ولايوجد رقم خدمة عملاء او دعم فني !!!!,1,2025-07-16 10:15:07,negative,يوجد مشكله فالتطبيق اجهزه السامسونج اخر تحديث ، تحتاج تضغط صوره الطلب مره عشان اضافه صنف ولايوجد رقم خدمه عملاء دعم فني
مستخدم Google,ممتاز,5,2025-07-16 06:30:23,positive,ممتاز
مستخدم Google,هو زين بس لو يضفون انو أكدر اتصل بل مندوم من التطبيق مو آلة على سيمكارت او الاواتساب,5,2025-07-16 05:54:16,positive,زين يضفون انو اكدر اتصل مندوم التطبيق مو اله سيمكارت الاواتساب
مستخدم Google,ممتاز,5,2025-07-16 03:22:27,positive,ممتاز
مستخدم Google,اشي بججننن,5,2025-07-16 01:42:23,positive,اشي بججننن
مستخدم Google,انا شغال طلبات مش شغال ساعات😂😂😂,5,2025-07-16 01:31:41,positive,شغال مش شغال ساعات
مستخدم Google,فول فول حجي يم طلبات وقطع,5,2025-07-16 01:02:45,positive,فول فول حجي يم وقطع
مستخدم Google,تقييم للمرة الثانية توجد تجارب ممتازة مع التطبيق و قد وجدت الدعم عندما احتجت اليه و تم الاتصال بي من أحد ممثلي خدمة العملاء و تم عمل اللازم أدناه تعليقي السابق جيد في المجمل لكن يوجد نوع من المغالاة في الأسعار الأسعار أغلى من المطاعم و البقالات إضافة لرسوم التوصيل المرتفعة في بعض الأحيان لكن العروض المستمرة تخفف من هاتين المشكلتين,5,2025-07-16 00:59:27,positive,تقييم للمره الثانيه توجد تجارب ممتازه التطبيق وجدت الدعم عندما احتجت اليه تم الاتصال احد ممثلي خدمه العملاء تم عمل اللازم ادناه تعليقي السابق جيد المجمل يوجد نوع المغالاه الاسعار الاسعار اغلي المطاعم البقالات اضافه لرسوم التوصيل المرتفعه الاحيان العروض المستمره تخفف المشكلتين
مستخدم Google,عدلللل,5,2025-07-15 23:57:18,positive,عدلللل
مستخدم Google,خدمة جيده جداً مزيد من التقدم,4,2025-07-15 23:54:57,positive,خدمه جيده جدا مزيد التقدم
مستخدم Google,كل ما اطلب شئ يقول حدث خطأ😡 لا أحد يجربو سئ سيئ سيئ,1,2025-07-15 23:48:48,negative,اطلب شئ يقول حدث خطا احد يجربو سئ سيئ سيئ
مستخدم Google,جيد جدا,5,2025-07-15 23:44:38,positive,جيد جدا
مستخدم Google,جيده جدا,5,2025-07-15 23:33:12,positive,جيده جدا
مستخدم Google,بجد برنامج تحفه التوصيل فى ريع ساعه,5,2025-07-15 23:17:58,positive,بجد تحفه التوصيل ريع ساعه
مستخدم Google,مش شغل طلابات انا شغال سلعات 🕺,5,2025-07-15 23:02:24,positive,مش شغل طلابات شغال سلعات
مستخدم Google,ممتاز,5,2025-07-15 22:51:39,positive,ممتاز
مستخدم Google,جميل,5,2025-07-15 22:37:00,positive,جميل
مستخدم Google,برنامج ممتاز جدا جدا,5,2025-07-15 22:35:50,positive,ممتاز جدا جدا
مستخدم Google,کلش ممتاز,5,2025-07-15 22:21:39,positive,کلش ممتاز
مستخدم Google,رائع جدا,5,2025-07-15 22:16:12,positive,رائع جدا
مستخدم Google,ممتاز وسريع وخدمة العملاء سريعة في التوصل وناس ذوق ومحترمين جدا,5,2025-07-15 22:06:09,positive,ممتاز وسريع وخدمه العملاء سريعه التوصل وناس ذوق ومحترمين جدا
مستخدم Google,جميل جدا,5,2025-07-15 22:02:34,positive,جميل جدا
مستخدم Google,برنامج جيد وبيسهل كتييير,5,2025-07-15 21:57:21,positive,جيد وبيسهل كتييير
مستخدم Google,جيد جدا,5,2025-07-15 21:34:21,positive,جيد جدا
مستخدم Google,شكرا لك على طول الوقت في المطعم,5,2025-07-15 21:30:09,positive,شكرا طول الوقت المطعم
مستخدم Google,🥰,5,2025-07-15 20:15:14,positive,
مستخدم Google,ممتاز جدا,5,2025-07-15 19:05:25,positive,ممتاز جدا
مستخدم Google,ممتعه,1,2025-07-15 18:59:53,negative,ممتعه
مستخدم Google,ممتاز 👍👍👍👍,5,2025-07-15 18:55:52,positive,ممتاز
مستخدم Google,التطبيق المنقذ,5,2025-07-15 17:57:34,positive,التطبيق المنقذ
مستخدم Google,",والتوصيل سريع",5,2025-07-15 17:39:58,positive,والتوصيل سريع
مستخدم Google,it's amazing whatever you order will be on the time,5,2025-07-15 17:36:25,positive,
مستخدم Google,بقالي ٤ ساعات مش عارفة اطلب اوردر برنامج مهنح معرفش ليه طلبات بقا كدا,1,2025-07-15 16:42:20,negative,بقالي ساعات مش عارفه اطلب اوردر مهنح معرفش ليه بقا كدا
مستخدم Google,ميوصل يم الموقع مالتنه للأسف,1,2025-07-15 16:16:49,negative,ميوصل يم الموقع مالتنه للاسف
مستخدم Google,ممتاز,5,2025-07-15 16:09:38,positive,ممتاز
مستخدم Google,كلش حلوو,5,2025-07-15 15:20:44,positive,كلش حلوو
مستخدم Google,ممتاز,5,2025-07-15 14:42:27,positive,ممتاز
مستخدم Google,الاكل رائع وسريع التوصيل,5,2025-07-15 14:34:39,positive,الاكل رائع وسريع التوصيل
مستخدم Google,ليش دائماً المطاعم تطلع عدي مغلقه مكاني نجف ب,1,2025-07-15 14:33:19,negative,ليش دائما المطاعم تطلع عدي مغلقه مكاني نجف
مستخدم Google,goood i need other 50%,5,2025-07-15 14:15:26,positive,
مستخدم Google,جيد,4,2025-07-15 14:15:01,positive,جيد
مستخدم Google,ممتاز,5,2025-07-15 13:58:20,positive,ممتاز
مستخدم Google,بعد اخر تحديث في مشكله في التطبيق وبيهنج كتير جدا ومش بعرف اطلب الاوردر بسبب التهنيج,5,2025-07-15 13:53:28,positive,اخر تحديث مشكله التطبيق وبيهنج كتير جدا ومش بعرف اطلب الاوردر بسبب التهنيج
مستخدم Google,سئ شديد,1,2025-07-15 13:33:55,negative,سئ شديد
مستخدم Google,تجربه جميله مع طلبات بجد اوبشن طلبات ممتاز جدا,5,2025-07-15 13:33:26,positive,تجربه جميله بجد اوبشن ممتاز جدا
مستخدم Google,ازبل شركة بخدمة عملاء بمحتواياتهم قبلك كتير من الشركة حبو يتعرفو على مختلف المشاكل ثم يأتيك الرد مستفز,1,2025-07-15 13:30:58,negative,ازبل شركه بخدمه عملاء بمحتواياتهم قبلك كتير الشركه حبو يتعرفو مختلف المشاكل ياتيك الرد مستفز
مستخدم Google,ممتازه,5,2025-07-15 13:13:05,positive,ممتازه
مستخدم Google,جميل,5,2025-07-15 13:10:44,positive,جميل
مستخدم Google,الطلبات براده بتوصل,4,2025-07-15 12:55:21,positive,الطلبات براده بتوصل
مستخدم Google,حلو,5,2025-07-15 12:54:39,positive,حلو
مستخدم Google,برنامج سييييييئ جدا تم خداعي وسحب مبلغ نقدي بدون علمي وما هية المبلغ وثاني شي سعر التوصيل المبالغ فيه برنامج سىييييئ جدااا لا أنصح به,1,2025-07-15 12:39:46,negative,سييييييئ جدا تم خداعي وسحب مبلغ نقدي بدون علمي هيه المبلغ وثاني شي سعر التوصيل المبالغ سيييييئ جدااا انصح
مستخدم Google,ابلكيشن حلو جدا جدا,5,2025-07-15 11:30:28,positive,ابلكيشن حلو جدا جدا
مستخدم Google,كان عندي رصيد و راح لاني لم استخدمه و الرصيد كان مخصوم من حسابي مش مكافاة نتيجة الغاء المطعم و اتواصلت معاهم و كل شوية حنرفع للقسم المختص,1,2025-07-15 11:13:47,negative,عندي رصيد لاني استخدمه الرصيد مخصوم حسابي مش مكافاه نتيجه الغاء المطعم اتواصلت معاهم شويه حنرفع للقسم المختص
مستخدم Google,التطبيق كتير حلو وفي كتير مطاعم ❤️❤️💕,5,2025-07-15 10:39:52,positive,التطبيق كتير حلو وفي كتير مطاعم
مستخدم Google,تمام,5,2025-07-15 07:25:27,positive,تمام
مستخدم Google,ممتاز,5,2025-07-15 06:23:54,positive,ممتاز
مستخدم Google,ممتازة,5,2025-07-15 05:08:02,positive,ممتازه
مستخدم Google,جيد جدا,5,2025-07-15 03:24:13,positive,جيد جدا
مستخدم Google,برنامج توصل رائع و سريع,5,2025-07-15 03:01:06,positive,توصل رائع سريع
مستخدم Google,جامده,5,2025-07-15 02:38:57,positive,جامده
مستخدم Google,👍,5,2025-07-15 02:28:25,positive,
مستخدم Google,للمشتركين في خدمه برو يعني لازم اشتري ب اكثر من 5 دنانير عشان بس يصير التوصيل مجاني طيب بلكي انا ما ابي اشتري ب خمسه شنو اسوي يعني اشتراك زباله ولله و نصب عل الفاضؤ اشترك,1,2025-07-15 01:24:50,negative,للمشتركين خدمه برو يعني لازم اشتري اكثر دنانير عشان يصير التوصيل مجاني طيب بلكي ابي اشتري خمسه شنو اسوي يعني اشتراك زباله ولله نصب الفاضء اشترك
مستخدم Google,جيد جدا,5,2025-07-15 01:24:22,positive,جيد جدا
مستخدم Google,😇,5,2025-07-15 00:57:32,positive,
مستخدم Google,جميل جداً,5,2025-07-15 00:12:48,positive,جميل جدا
مستخدم Google,برنامج فاشل ومجموعه عمل غير مسؤوله ابدا بجد وبجد فاشل فاشل حصل كذا موقف والطلبات مش بتوصل,1,2025-07-15 00:04:21,negative,فاشل ومجموعه عمل مسءوله ابدا بجد وبجد فاشل فاشل حصل موقف والطلبات مش بتوصل
مستخدم Google,ممتاز,5,2025-07-14 23:55:25,positive,ممتاز
مستخدم Google,ممتاز جدا وسريع فى الطلب,5,2025-07-14 23:36:29,positive,ممتاز جدا وسريع الطلب
مستخدم Google,ممتاز يوصل ايشي تريد,5,2025-07-14 23:31:08,positive,ممتاز يوصل ايشي تريد
مستخدم Google,صراحة راقي,5,2025-07-14 23:19:33,positive,صراحه راقي
مستخدم Google,ممتاز,3,2025-07-14 23:04:29,neutral,ممتاز
مستخدم Google,جيدا جدا,5,2025-07-14 23:00:42,positive,جيدا جدا
مستخدم Google,يعني في مشاكل ولكن جميل,3,2025-07-14 22:51:57,neutral,يعني مشاكل جميل
مستخدم Google,جميل,5,2025-07-14 22:49:29,positive,جميل
مستخدم Google,ما يحتاج تقيم هوا اصلا 10 علي 10,5,2025-07-14 22:46:14,positive,يحتاج تقيم هوا اصلا
مستخدم Google,ممتاز,5,2025-07-14 22:45:51,positive,ممتاز
مستخدم Google,جدا ممتازز,5,2025-07-14 22:39:11,positive,جدا ممتازز
مستخدم Google,حلو بس فيه شوي خلل🤥,4,2025-07-14 22:11:13,positive,حلو شوي خلل
مستخدم Google,جيد جدا,5,2025-07-14 22:09:06,positive,جيد جدا
مستخدم Google,لم تصلني رسالة تفعيل,1,2025-07-14 21:23:21,negative,تصلني رساله تفعيل
مستخدم Google,ممتاز,5,2025-07-14 21:04:29,positive,ممتاز
مستخدم Google,مش راضى يبعت رمز ولا يتصل,5,2025-07-14 20:43:06,positive,مش راضي يبعت رمز يتصل
مستخدم Google,سهل جدا و بيوفر وقت و مجهود,5,2025-07-14 20:10:16,positive,سهل جدا بيوفر وقت مجهود
مستخدم Google,احسن تطبيق على وش الارض,5,2025-07-14 19:44:23,positive,احسن وش الارض
مستخدم Google,ابلكيشن وحش جدا والاوردارد بتتاخر جدا العنوان بيروح غلط لا انصح ب الاستخدام,1,2025-07-14 18:21:10,negative,ابلكيشن وحش جدا والاوردارد بتتاخر جدا العنوان بيروح غلط انصح الاستخدام
مستخدم Google,جيد جدا وسريع ومتعاون في خدمة الزبائن ويهتم برضا العملاء لو نتج اي خطأ يتعامل بسرعه لحل المشكلات,4,2025-07-14 17:18:50,positive,جيد جدا وسريع ومتعاون خدمه الزبائن ويهتم برضا العملاء نتج اي خطا يتعامل بسرعه لحل المشكلات
مستخدم Google,ممتاز,5,2025-07-14 17:02:03,positive,ممتاز
مستخدم Google,سئ,1,2025-07-14 16:22:52,negative,سئ
مستخدم Google,تطبيق ممتاز صراحة اشتري راحتك,5,2025-07-14 15:41:30,positive,ممتاز صراحه اشتري راحتك
مستخدم Google,التطبيق من امسى مغلق من جهازي على الرغم اني مسويه اشتراك برو لمد سنه وهذا اول شهر لس بس ليش التطبيق من امسى مغلق من عندي,1,2025-07-14 15:14:24,negative,التطبيق امسي مغلق جهازي الرغم اني مسويه اشتراك برو لمد سنه وهذا اول شهر لس ليش التطبيق امسي مغلق عندي
مستخدم Google,اشي بجنن,5,2025-07-14 14:46:59,positive,اشي بجنن
مستخدم Google,١٠٠% توصيل سريع والله يمكن في نص ساعه,5,2025-07-14 14:28:02,positive,توصيل سريع والله يمكن نص ساعه
مستخدم Google,تطبيق حلو بس منطقتي متوصل لم احط منطقة قريبة اوطلب ابو طلب ميرضة طب ماعبنة شارع واحد بناتنة,1,2025-07-14 14:27:40,negative,حلو منطقتي متوصل احط منطقه قريبه اوطلب ابو ميرضه طب ماعبنه شارع بناتنه
مستخدم Google,ممتاز,5,2025-07-14 14:25:41,positive,ممتاز
مستخدم Google,تقيل وبيعلق,1,2025-07-14 14:15:51,negative,تقيل وبيعلق
مستخدم Google,افضل برنامج للتوصيل في قطر. فيه قسايم وعروض. خياليه 😍😍😍,5,2025-07-14 13:47:44,positive,افضل للتوصيل قطر قسايم وعروض خياليه
مستخدم Google,ممتاز,4,2025-07-14 13:27:59,positive,ممتاز
مستخدم Google,طعام شهي نظافه ممتازه خدمه توصيل سريعه,5,2025-07-14 13:26:55,positive,طعام شهي نظافه ممتازه خدمه توصيل سريعه
مستخدم Google,تطبيق فاشل وخدمة عملاء فاشله وقلة تقدير,1,2025-07-14 13:08:47,negative,فاشل وخدمه عملاء فاشله وقله تقدير
مستخدم Google,خرب هيج برنامج يوصل٢٩ويوگف+توترز احسن منكم,1,2025-07-14 11:53:55,negative,خرب هيج يوصلويوگف توترز احسن منكم
مستخدم Google,رائع,5,2025-07-14 11:00:33,positive,رائع
مستخدم Google,دائما هناك أخطاء في الطلبات وكذلك حاليا لا يعمل في جميع المناطق يظهر بأن المطاعم مغلقة او مشغولة في جميع الأوقات,2,2025-07-14 10:10:04,negative,دائما اخطاء الطلبات وكذلك حاليا يعمل المناطق يظهر بان المطاعم مغلقه مشغوله الاوقات
مستخدم Google,جيد جدآ,5,2025-07-14 06:19:20,positive,جيد جدا
مستخدم Google,بتجنن,5,2025-07-14 06:15:19,positive,بتجنن
مستخدم Google,جيد جدا,5,2025-07-14 02:33:12,positive,جيد جدا
مستخدم Google,برنامج سهل جدا وسريع جدا,5,2025-07-14 01:57:06,positive,سهل جدا وسريع جدا
مستخدم Google,ممتاز,5,2025-07-14 01:01:44,positive,ممتاز
مستخدم Google,perfect,5,2025-07-13 23:54:59,positive,
مستخدم Google,Excellant,5,2025-07-13 23:46:40,positive,
مستخدم Google,حلو,5,2025-07-13 23:09:08,positive,حلو
مستخدم Google,جيد,5,2025-07-13 22:47:37,positive,جيد
مستخدم Google,ممتاذ,5,2025-07-13 21:58:49,positive,ممتاذ
مستخدم Google,ودي ما انطي ولا نجمه لان طلباتي ما مسويه خدمه توصيل لمنطقتي يعني ردت اطلب ماكو خدمه توصيل يقهرررررررررر,1,2025-07-13 21:53:06,negative,ودي انطي نجمه لان طلباتي مسويه خدمه توصيل لمنطقتي يعني ردت اطلب ماكو خدمه توصيل يقهرررررررررر
مستخدم Google,فاشل ممكن تشرحون شنو مشغول هو مطعم اكيد مشغول؟؟؟؟؟؟؟,1,2025-07-13 21:48:55,negative,فاشل ممكن تشرحون شنو مشغول مطعم اكيد مشغول؟؟؟؟؟؟؟
مستخدم Google,ممتازة,5,2025-07-13 21:23:14,positive,ممتازه
مستخدم Google,انه رائع جدا ولكن لا تطلبون واجد عشين ما تمتنون,5,2025-07-13 21:08:54,positive,انه رائع جدا تطلبون واجد عشين تمتنون
مستخدم Google,ممتاز,4,2025-07-13 21:01:59,positive,ممتاز
مستخدم Google,رائع,5,2025-07-13 20:52:46,positive,رائع
مستخدم Google,ممتاز,5,2025-07-13 20:30:15,positive,ممتاز
مستخدم Google,جداً ممتاز والأكل ممتاز شكرا لهم,5,2025-07-13 20:15:28,positive,جدا ممتاز والاكل ممتاز شكرا
مستخدم Google,رائع 👍,5,2025-07-13 20:15:03,positive,رائع
مستخدم Google,new,5,2025-07-13 20:13:52,positive,
مستخدم Google,تطبيق رائع,5,2025-07-13 19:55:43,positive,رائع
مستخدم Google,رسوم ألتوصيل غالية بس حلو,3,2025-07-13 19:53:48,neutral,رسوم التوصيل غاليه حلو
مستخدم Google,جيد,5,2025-07-13 19:34:49,positive,جيد
مستخدم Google,😉❤️❤️❤️,5,2025-07-13 19:34:34,positive,
مستخدم Google,لا انصح بالتعامل معه تطبيق سيء,1,2025-07-13 18:51:56,negative,انصح بالتعامل معه سيء
مستخدم Google,سريعع امين شاطر موءدبين,5,2025-07-13 18:26:54,positive,سريعع امين شاطر موءدبين
مستخدم Google,سيه,1,2025-07-13 18:19:23,negative,سيه
مستخدم Google,لا اوصى من بيه بيزودو اسعار المنتجات عن سعر المطعم الاصلى غير رسوم التوصيل ورسوم الخدمه انصح بالشراء من المطاعم مباشره,1,2025-07-13 17:34:25,negative,اوصي بيه بيزودو اسعار المنتجات سعر المطعم الاصلي رسوم التوصيل ورسوم الخدمه انصح بالشراء المطاعم مباشره
مستخدم Google,مميزين,5,2025-07-13 17:15:10,positive,مميزين
مستخدم Google,تطبيق ممتاز وذو جودة .خدمة سريعة ودقة بالمواعيد,5,2025-07-13 17:02:39,positive,ممتاز وذو جوده خدمه سريعه ودقه بالمواعيد
مستخدم Google,جيدجدا,5,2025-07-13 16:45:52,positive,جيدجدا
مستخدم Google,تجربه ممتازه جدا,5,2025-07-13 16:31:59,positive,تجربه ممتازه جدا
مستخدم Google,ممتاز,5,2025-07-13 15:56:28,positive,ممتاز
مستخدم Google,جيد جدا,5,2025-07-13 14:36:23,positive,جيد جدا
مستخدم Google,طلبات لصوص حتى ما طلبت سرقو من حسابي واصلآ حاذفه الحساب وتطبيق حسبي الله ونعم الوكيل فيهم,1,2025-07-13 13:11:47,negative,لصوص حتي طلبت سرقو حسابي واصلا حاذفه الحساب وتطبيق حسبي الله ونعم الوكيل فيهم
مستخدم Google,الاكل يطعم اكل وشكراً ☆,5,2025-07-13 12:29:58,positive,الاكل يطعم اكل وشكرا
مستخدم Google,تطبيق عملاق من ناحية الخصومات والمطاعم,5,2025-07-13 12:29:16,positive,عملاق ناحيه الخصومات والمطاعم
مستخدم Google,تطبيق جيد جدا لاكن في مشكلة صغيرة انو لازم تطلب على حسب المصاري الي بدو اياه تطبيق,4,2025-07-13 10:13:33,positive,جيد جدا لاكن مشكله صغيره انو لازم تطلب المصاري الي بدو اياه
مستخدم Google,اسعار كتير أغلى من سعر المطعم لو تشتري بنفسك من نفس المطعم وبفرض عليك ضريبه مبيعات ورسوم غير التوصيل بالنهاية بتكون دافع ضعف السعر الأساسي,1,2025-07-13 08:36:23,negative,اسعار كتير اغلي سعر المطعم تشتري بنفسك المطعم وبفرض ضريبه مبيعات ورسوم التوصيل بالنهايه بتكون دافع ضعف السعر الاساسي
مستخدم Google,اوسخ برنامج تعامل غير جيد منهم مع المستخدمين,1,2025-07-13 07:14:15,negative,اوسخ تعامل جيد منهم المستخدمين
مستخدم Google,السلام عليكم 🌸 لقد قمت بتحميل واستخدام تطبيق طلبات وأعجبني كثيرًا، وقمت بكتابة تقييم إيجابي له على [Google Play /e] لدعم التطبيق هل يمكنني الحصول على قسيمة خصم أو كود خصم كمكافأة على تقييمي ودعمي لكم؟ شكرًا لكم مقدمًا ❤️,5,2025-07-13 07:05:42,positive,السلام عليكم لقد قمت بتحميل واستخدام واعجبني كثيرا، وقمت بكتابه تقييم ايجابي لدعم التطبيق يمكنني الحصول قسيمه خصم كود خصم كمكافاه تقييمي ودعمي لكم؟ شكرا مقدما
مستخدم Google,الاسعار مرتفعة المفرود ان ده برنامج يكون السعر اقل من الي في الشارع عشان يتشهر,4,2025-07-13 05:56:01,positive,الاسعار مرتفعه المفرود ان ده يكون السعر اقل الي الشارع عشان يتشهر
مستخدم Google,لا يمكن للبرنامج ارسال الرمز,1,2025-07-13 05:30:03,negative,يمكن للبرنامج ارسال الرمز
مستخدم Google,ممتاز,5,2025-07-13 02:39:39,positive,ممتاز
مستخدم Google,الله يريح بالكم,5,2025-07-13 01:43:14,positive,الله يريح بالكم
مستخدم Google,خصومات وكوبونات كتير,5,2025-07-13 00:53:47,positive,خصومات وكوبونات كتير
مستخدم Google,اسطوره السهر,5,2025-07-13 00:17:20,positive,اسطوره السهر
مستخدم Google,كلش جميل,5,2025-07-13 00:04:27,positive,كلش جميل
مستخدم Google,فنان تطبيق,5,2025-07-12 23:47:35,positive,فنان
مستخدم Google,رائع,5,2025-07-12 23:44:09,positive,رائع
مستخدم Google,ابلكيشن تحفه مفيهوش غلطه فعلا بيسهل عليا كل طلاباتي,5,2025-07-12 23:25:26,positive,ابلكيشن تحفه مفيهوش غلطه فعلا بيسهل عليا طلاباتي
مستخدم Google,منتها السرعه صراحه,5,2025-07-12 23:16:40,positive,منتها السرعه صراحه
مستخدم Google,تطبيق جيد جدا,5,2025-07-12 21:43:39,positive,جيد جدا
مستخدم Google,احسن برنامج,5,2025-07-12 21:32:20,positive,احسن
مستخدم Google,عشان أكياس الورق احس لزم يسويه قماش او شي لي انه وصلني مره طلب و الكيس صار نصين,4,2025-07-12 21:30:38,positive,عشان اكياس الورق احس لزم يسويه قماش شي انه وصلني مره الكيس نصين
مستخدم Google,ممتازه,4,2025-07-12 21:14:52,positive,ممتازه
مستخدم Google,احسن طبيق,5,2025-07-12 21:11:58,positive,احسن طبيق
مستخدم Google,ما بتعطونا كود خصم مع انو كتير بنطلب,1,2025-07-12 21:05:08,negative,بتعطونا كود خصم انو كتير بنطلب
مستخدم Google,افضل شركه توصيل,5,2025-07-12 20:17:16,positive,افضل شركه توصيل
مستخدم Google,اسعار التطبيق اصبحت مبالغ فيها .. هناك فرق واضح بين الاسعار على التطبيق و الاسعار فى المطاعم .,2,2025-07-12 19:55:37,negative,اسعار التطبيق اصبحت مبالغ فرق واضح الاسعار التطبيق الاسعار المطاعم
مستخدم Google,ممتازه,5,2025-07-12 19:55:15,positive,ممتازه
مستخدم Google,مريح فالتعامل بيوصل الاوردر المطلوب فالوقت المحدد شكرا طلبات,5,2025-07-12 19:43:27,positive,مريح فالتعامل بيوصل الاوردر المطلوب فالوقت المحدد شكرا
مستخدم Google,الاكل نظيف ويوصل حار والطعم جداً طييييييب,5,2025-07-12 19:33:16,positive,الاكل نظيف ويوصل والطعم جدا طييييييب
مستخدم Google,احلى تجربه,5,2025-07-12 19:17:08,positive,احلي تجربه
مستخدم Google,افضل تطبيق توصيل,5,2025-07-12 18:41:13,positive,افضل توصيل
مستخدم Google,جميل جدا,5,2025-07-12 18:08:39,positive,جميل جدا
مستخدم Google,بتمني تكتره الخصومات والقسايم والتوصيل والخدمة المجانيه عشان تشجعه الناس ع الشراء أكتر منكم..,5,2025-07-12 17:47:23,positive,بتمني تكتره الخصومات والقسايم والتوصيل والخدمه المجانيه عشان تشجعه الناس الشراء اكتر منكم
مستخدم Google,جيد جدا,5,2025-07-12 17:36:53,positive,جيد جدا
مستخدم Google,ممتاز,5,2025-07-12 16:49:11,positive,ممتاز
مستخدم Google,رائعه وكل شيء طازج بلنسبه للخضار,5,2025-07-12 16:48:15,positive,رائعه وكل شيء طازج بلنسبه للخضار
مستخدم Google,مش بستغني عنه الحقيقة🥰❤️,5,2025-07-12 16:39:39,positive,مش بستغني عنه الحقيقه
مستخدم Google,ممتاز,5,2025-07-12 16:35:45,positive,ممتاز
مستخدم Google,ممتاز جدا جدا جدا جدا جدا,5,2025-07-12 16:21:38,positive,ممتاز جدا جدا جدا جدا جدا
مستخدم Google,جاااامددددددددددد بجددد,5,2025-07-12 16:18:53,positive,جاااامددددددددددد بجددد
مستخدم Google,ممتاز,5,2025-07-12 16:14:45,positive,ممتاز
مستخدم Google,الاسعار مختلفة عن الاسعار الحقيقة,4,2025-07-12 16:08:19,positive,الاسعار مختلفه الاسعار الحقيقه
مستخدم Google,خدمة سيئة وطعام أسوأ وعدم استحابة لملاحظات وشكاوي الزبائن,1,2025-07-12 15:51:41,negative,خدمه سيئه وطعام اسوا وعدم استحابه لملاحظات وشكاوي الزبائن
مستخدم Google,جيد,5,2025-07-12 15:39:49,positive,جيد
مستخدم Google,ممتاز,5,2025-07-12 15:37:14,positive,ممتاز
مستخدم Google,ممتازه,5,2025-07-12 14:56:08,positive,ممتازه
مستخدم Google,ممتاز وانصح فيه,5,2025-07-12 14:26:08,positive,ممتاز وانصح
مستخدم Google,تطبيق فاخر من الاخر,5,2025-07-12 14:24:15,positive,فاخر الاخر
